key,candidate,scans,baseline_fractures,suppressed_fractures,grouping_changed_scans,member_count_changed_scans,new_merge_objects,new_split_objects,new_merge_episodes,persistent_new_merges,publication_changed_scans,representative_changes,pid_births,relaxed_edge_scans,state_peak,cpu_mean_us,cpu_p95_us,cpu_p99_us,cpu_max_us
00000299--4e4dc57170--23,A_HYSTERESIS,600,9,6,12,9,12,3,6,2,534,18,362,11,22,156.18135310781466,863.9,1638.0,98682.0
00000299--4e4dc57170--24,A_HYSTERESIS,600,14,3,3,3,3,0,3,0,581,122,600,6,42,213.64600766794453,1440.3499999999958,2634.9639999999963,138532.7
00000299--4e4dc57170--25,A_HYSTERESIS,600,13,3,4,3,4,1,3,0,434,145,724,7,30,140.21381666666602,834.0250000000001,1365.501,87443.9
00000299--4e4dc57170--26,A_HYSTERESIS,600,18,8,12,10,12,2,8,0,233,116,609,12,24,181.4873833333331,1135.8250000000005,1621.3250000000005,140125.1
00000299--4e4dc57170--27,A_HYSTERESIS,600,20,9,9,8,9,1,9,0,547,237,724,14,42,252.95750958493227,1884.0399999999993,3256.7119999999973,131461.0
00000299--4e4dc57170--3,A_HYSTERESIS,600,26,12,37,35,37,25,13,1,558,58,637,16,22,169.30189968338613,1019.2,1839.2,107451.9
00000299--4e4dc57170--4,A_HYSTERESIS,600,18,6,7,7,8,0,6,1,571,68,463,9,48,150.43397232872164,807.8599999999985,1878.2499999999964,77964.1
00000299--4e4dc57170--5,A_HYSTERESIS,600,0,0,0,0,0,0,0,0,0,1,128,0,10,109.79741623603941,609.7399999999999,779.5219999999971,52770.6
00000299--4e4dc57170--6,A_HYSTERESIS,600,32,14,21,17,24,11,16,2,560,161,570,18,48,175.9384269288451,912.3,2411.4,93308.1
00000299--4e4dc57170--7,A_HYSTERESIS,600,33,20,41,31,41,16,24,2,547,219,911,36,46,257.11408802934267,1526.0649999999973,2613.218,164484.6
00000299--4e4dc57170--8,A_HYSTERESIS,600,18,10,13,10,14,3,11,1,529,68,635,16,42,160.55014159586915,1100.4599999999987,1855.1819999999996,63508.8
00000299--4e4dc57170--9,A_HYSTERESIS,599,29,15,20,15,20,13,15,1,580,102,668,21,32,166.88508333333402,839.2000000000004,2169.6220000000003,50359.7
0000029b--52f66a3abc--0,A_HYSTERESIS,616,28,16,17,15,17,2,16,0,420,63,509,24,36,162.12511385816518,777.1849999999997,1890.4499999999987,128446.1
0000029b--52f66a3abc--1,A_HYSTERESIS,599,9,5,6,4,6,2,5,0,437,34,506,7,18,147.76538846282122,952.1799999999988,1442.1439999999989,75099.6
0000029b--52f66a3abc--10,A_HYSTERESIS,600,4,2,2,1,2,1,2,0,349,38,539,3,10,122.89828361939645,716.3,1027.8,46349.2
0000029b--52f66a3abc--11,A_HYSTERESIS,600,4,0,0,0,0,0,0,0,0,93,522,0,18,138.6031671945322,744.5399999999993,1343.1999999999975,101291.7
0000029b--52f66a3abc--12,A_HYSTERESIS,600,5,1,1,1,1,0,1,0,446,33,282,2,38,153.1997666277712,620.6199999999999,1719.9779999999982,130761.2
0000029b--52f66a3abc--13,A_HYSTERESIS,600,24,9,50,43,72,49,18,6,467,26,541,16,22,125.40311614730912,776.0,1168.7,57188.8
0000029b--52f66a3abc--14,A_HYSTERESIS,600,18,10,10,7,11,3,10,0,460,54,702,11,18,179.29481493831216,1091.8149999999991,2199.0339999999983,76731.8
0000029b--52f66a3abc--15,A_HYSTERESIS,600,22,15,15,13,15,2,15,0,597,60,523,16,24,158.90734999999952,1049.0950000000003,1620.4600000000014,71029.9
0000029b--52f66a3abc--16,A_HYSTERESIS,600,6,4,4,4,4,0,4,0,375,101,507,5,14,167.65749999999954,985.0150000000001,1571.181000000004,130885.8
0000029b--52f66a3abc--17,A_HYSTERESIS,600,17,6,6,6,6,0,6,0,331,77,787,8,16,161.64075679279907,976.5,1673.0139999999997,96476.0
0000029b--52f66a3abc--18,A_HYSTERESIS,600,12,3,3,3,3,0,3,0,81,39,831,3,16,141.1892517913679,909.1,1326.8,53441.4
0000029b--52f66a3abc--19,A_HYSTERESIS,600,46,29,47,26,50,27,34,1,498,163,906,63,62,208.52827609203018,1344.5499999999997,2369.801999999999,144919.0
0000029b--52f66a3abc--2,A_HYSTERESIS,599,1,0,0,0,0,0,0,0,0,2,66,0,4,94.98651217072373,488.41999999999973,638.7179999999998,49226.9
0000029b--52f66a3abc--20,A_HYSTERESIS,600,9,6,21,12,29,17,8,3,452,122,744,12,44,203.00606666666695,1368.5500000000006,2090.339000000001,100436.1
0000029b--52f66a3abc--21,A_HYSTERESIS,600,29,20,21,16,26,25,21,1,571,159,745,25,48,255.78541909681692,1485.3,3186.5,131251.5
0000029b--52f66a3abc--22,A_HYSTERESIS,599,54,22,38,25,40,18,22,4,576,320,913,49,50,257.8104920767307,1907.2600000000002,3325.418,96369.7
0000029b--52f66a3abc--23,A_HYSTERESIS,600,17,6,7,5,7,2,6,0,495,18,410,8,28,188.6395666666667,1130.21,1831.2110000000023,120578.1
0000029b--52f66a3abc--24,A_HYSTERESIS,599,38,25,26,22,27,4,25,1,454,131,761,30,38,163.3207465422434,871.2,1988.4,108768.1
0000029b--52f66a3abc--25,A_HYSTERESIS,599,24,14,19,16,19,3,14,0,579,25,592,19,38,198.6408636212066,1484.239999999998,2134.919999999999,49088.9
0000029b--52f66a3abc--26,A_HYSTERESIS,599,42,21,47,36,47,28,23,5,554,165,737,46,56,190.00235039173134,1275.5399999999988,2342.583999999998,80268.3
0000029b--52f66a3abc--27,A_HYSTERESIS,599,32,13,21,13,21,8,15,1,518,104,622,18,34,198.29655000000028,1497.395000000001,2287.0150000000003,53492.8
0000029b--52f66a3abc--28,A_HYSTERESIS,600,19,9,15,12,15,5,9,2,338,120,632,14,44,211.00908333333388,1387.9050000000002,2573.044000000001,108414.1
0000029b--52f66a3abc--29,A_HYSTERESIS,599,28,23,25,23,27,5,23,1,475,36,360,27,34,139.20675225075027,733.2149999999999,1264.9,105703.6
0000029b--52f66a3abc--3,A_HYSTERESIS,600,0,0,0,0,0,0,0,0,0,1,72,0,2,81.63275000000017,385.905,651.0790000000018,2736.4
0000029b--52f66a3abc--30,A_HYSTERESIS,600,16,12,17,15,17,2,13,0,541,25,320,22,26,140.02291666666733,697.2550000000003,1271.6570000000013,119865.0
0000029b--52f66a3abc--4,A_HYSTERESIS,600,48,18,24,17,26,11,20,1,517,185,746,35,50,225.59099699899974,1532.6199999999997,2754.470999999993,68402.1
0000029b--52f66a3abc--5,A_HYSTERESIS,600,13,1,1,1,1,0,1,0,1,181,774,1,40,222.36841314867368,1372.619999999999,3068.7439999999983,105735.3
0000029b--52f66a3abc--6,A_HYSTERESIS,600,11,1,2,0,2,2,1,0,2,114,548,2,26,151.86074345724234,904.3599999999985,1360.5039999999951,69251.8
0000029b--52f66a3abc--7,A_HYSTERESIS,600,6,2,2,2,2,0,2,0,204,61,536,2,14,147.2348542880935,849.0800000000005,1231.7240000000002,90147.7
0000029b--52f66a3abc--8,A_HYSTERESIS,600,18,4,9,9,9,0,5,1,488,153,803,10,24,173.12916874895862,1020.1399999999998,1628.1919999999998,135776.1
0000029b--52f66a3abc--9,A_HYSTERESIS,600,12,7,6,4,7,3,7,0,94,91,610,7,16,165.1420526491167,952.2899999999995,1321.3879999999997,141149.2
000002a2--b53d86b8b1--10,A_HYSTERESIS,599,17,11,13,10,13,3,11,0,546,51,265,14,34,127.44021340446838,538.8799999999997,1516.2319999999988,103870.3
000002a2--b53d86b8b1--11,A_HYSTERESIS,600,14,8,28,26,31,27,13,3,58,44,232,17,56,139.7441798501251,623.0000000000011,1880.3320000000008,52440.1
000002a2--b53d86b8b1--12,A_HYSTERESIS,600,88,35,76,54,112,93,53,10,574,220,637,82,68,207.20241827885343,1343.0249999999999,2878.83,103752.1
000002a2--b53d86b8b1--13,A_HYSTERESIS,600,32,16,32,22,36,19,22,2,328,36,314,27,86,155.09134358288733,803.5649999999996,1660.7230000000002,124913.8
000002a2--b53d86b8b1--14,A_HYSTERESIS,600,20,10,12,10,12,2,10,0,579,21,360,20,26,183.1813226985705,1194.7549999999994,1916.7819999999995,100979.4
000002a2--b53d86b8b1--15,A_HYSTERESIS,600,44,27,250,52,281,226,28,7,563,24,528,57,36,245.35888240200117,1647.8900000000012,2258.838000000003,127432.0
000002a2--b53d86b8b1--17,A_HYSTERESIS,600,3,1,32,3,32,31,3,1,396,16,298,1,20,146.79891702765724,712.1199999999998,1286.552999999997,136105.0
000002a2--b53d86b8b1--18,A_HYSTERESIS,599,10,5,5,5,5,0,5,0,198,2,153,5,8,113.42424595900664,634.5,862.5,58005.6
000002a2--b53d86b8b1--19,A_HYSTERESIS,600,13,10,14,14,14,1,11,1,508,5,340,17,16,134.99050632911351,808.8949999999996,1145.7040000000006,53282.7
000002a2--b53d86b8b1--20,A_HYSTERESIS,599,4,2,3,3,3,0,2,0,379,4,171,4,14,111.79204734911636,612.3599999999999,853.9689999999994,52468.1
000002a2--b53d86b8b1--21,A_HYSTERESIS,599,5,1,9,1,9,8,3,1,562,8,214,3,16,116.85856666666636,619.415,888.3080000000001,95985.0
000002a2--b53d86b8b1--22,A_HYSTERESIS,599,13,7,14,6,14,8,8,1,394,9,222,9,14,132.38738543576073,611.0,1109.0,107217.3
000002a2--b53d86b8b1--23,A_HYSTERESIS,599,4,2,4,4,4,0,2,1,404,2,86,4,14,87.94820000000014,448.505,679.952000000001,42960.7
000002a2--b53d86b8b1--24,A_HYSTERESIS,600,3,2,3,3,3,0,2,0,221,9,277,4,10,142.58023662722934,779.7,1294.0,121532.3
000002a2--b53d86b8b1--25,A_HYSTERESIS,599,2,1,2,2,2,0,1,0,16,8,313,2,10,128.4076846141021,747.0499999999997,1025.2019999999952,80202.3
000002a2--b53d86b8b1--27,A_HYSTERESIS,600,48,28,86,68,119,76,34,11,460,75,594,51,46,173.8846666666662,1133.2500000000023,1913.4800000000018,71639.1
000002a2--b53d86b8b1--28,A_HYSTERESIS,600,13,6,10,10,10,0,6,1,580,5,288,12,30,140.09411568594737,782.5399999999997,1144.683999999998,78241.7
000002a2--b53d86b8b1--9,A_HYSTERESIS,600,36,21,24,21,27,10,23,1,426,154,807,37,54,182.95659496414902,1245.7599999999998,2072.9879999999994,52409.1
00000243--a4d9c0a5dd--0,B_CONFIRMATION,621,41,19,40,21,43,37,22,2,517,62,506,27,40,178.85334731408278,1168.6599999999996,1896.8199999999972,47880.4
00000245--2c15eb5d45--12,B_CONFIRMATION,600,8,3,3,3,3,0,3,0,75,39,426,3,10,127.7835221592803,688.0549999999998,1111.9429999999988,55022.8
00000245--2c15eb5d45--19,B_CONFIRMATION,600,34,22,24,21,25,10,22,1,452,131,861,36,36,201.2235960673222,1366.2,2159.3,95977.9
00000245--2c15eb5d45--21,B_CONFIRMATION,600,46,31,29,15,38,25,34,1,567,167,811,33,50,232.92844051982564,1637.8399999999988,3152.744999999992,58834.1
00000245--2c15eb5d45--32,B_CONFIRMATION,600,14,6,6,4,6,2,6,0,408,27,340,9,30,128.7262202232217,762.5899999999992,1246.7599999999948,43205.3
00000245--2c15eb5d45--7,B_CONFIRMATION,600,26,2,2,2,2,0,2,0,543,172,758,3,30,159.13515585930946,1015.3099999999998,1636.1839999999956,56794.5
00000247--b657952782--0,B_CONFIRMATION,619,109,55,88,70,106,59,64,6,589,110,912,83,50,204.0814216478191,1386.3499999999992,2156.0879999999997,56483.0
00000247--b657952782--1,B_CONFIRMATION,600,98,48,77,57,85,54,56,6,568,139,870,73,48,210.63375562593708,1515.52,2248.647999999994,63993.1
00000247--b657952782--10,B_CONFIRMATION,600,8,5,5,5,5,0,5,0,551,6,220,6,18,120.73167722574179,641.4599999999998,894.6649999999986,64853.9
00000247--b657952782--11,B_CONFIRMATION,600,17,11,11,11,11,0,11,0,496,10,188,15,38,129.80718093968673,730.5749999999999,934.997,84676.3
00000247--b657952782--12,B_CONFIRMATION,600,21,11,14,13,15,3,14,0,558,41,385,23,42,151.96960653551153,882.2749999999999,1329.2749999999994,67215.9
00000247--b657952782--13,B_CONFIRMATION,600,8,4,10,2,10,8,4,1,88,76,654,4,30,169.90771923974694,1085.1349999999998,1812.1149999999998,82859.5
00000247--b657952782--14,B_CONFIRMATION,600,29,16,18,15,18,3,18,0,523,38,566,23,20,165.25162418790623,1131.9,1789.6279999999983,82234.5
00000247--b657952782--15,B_CONFIRMATION,600,17,3,20,11,24,23,4,3,370,49,659,4,28,161.72021010505262,1008.2199999999996,1630.8719999999998,83186.7
00000247--b657952782--16,B_CONFIRMATION,600,3,2,2,2,2,0,2,0,353,36,540,2,16,155.8846166666662,922.7350000000008,1490.4570000000012,82706.7
00000247--b657952782--17,B_CONFIRMATION,600,11,4,4,3,4,1,4,0,452,117,600,6,40,164.84755000000027,1108.3200000000006,1910.3490000000008,76654.7
00000247--b657952782--18,B_CONFIRMATION,600,17,10,10,10,10,0,10,0,524,61,752,13,12,156.51028504750738,975.51,1368.5099999999998,93797.4
00000247--b657952782--19,B_CONFIRMATION,600,25,11,11,11,11,2,11,0,479,62,811,11,14,157.06777796299403,999.6599999999996,1427.441999999999,81622.1
00000247--b657952782--2,B_CONFIRMATION,599,64,25,29,20,31,9,25,1,562,80,752,34,26,159.61744496330886,1035.0500000000002,1615.1550000000018,99079.5
00000247--b657952782--20,B_CONFIRMATION,600,18,13,14,11,14,3,14,0,403,99,619,20,22,157.44800000000058,909.8149999999999,1304.2280000000007,104473.0
00000247--b657952782--21,B_CONFIRMATION,600,15,6,9,4,9,5,6,1,384,62,515,7,14,154.76079640119968,812.995,1693.5809999999994,96308.8
00000247--b657952782--22,B_CONFIRMATION,600,45,27,32,23,37,22,29,3,537,75,668,34,32,155.9164388129369,956.8949999999988,1482.692999999999,103192.2
00000247--b657952782--23,B_CONFIRMATION,600,18,7,7,7,7,0,7,0,202,37,464,9,32,138.90408265289125,626.6,1360.2,96335.3
00000247--b657952782--24,B_CONFIRMATION,600,28,5,9,4,9,6,5,1,541,251,732,9,48,222.9577999999995,1421.6250000000027,2794.5340000000006,114778.9
00000247--b657952782--25,B_CONFIRMATION,600,34,4,4,3,4,1,4,0,125,293,753,7,42,216.35332555425964,1380.5899999999986,2806.823999999983,108228.4
00000247--b657952782--26,B_CONFIRMATION,600,21,3,3,3,3,0,3,0,78,196,833,3,44,214.1335722620437,1357.0799999999995,2312.319999999997,121025.7
00000247--b657952782--27,B_CONFIRMATION,600,42,5,5,4,5,1,5,0,263,248,753,8,48,214.6383102816183,1334.5,2900.6,120553.5
00000247--b657952782--28,B_CONFIRMATION,600,18,4,4,1,4,3,4,0,356,180,738,9,22,170.05258419473128,1064.1349999999998,1583.1099999999983,101273.5
00000247--b657952782--29,B_CONFIRMATION,600,9,4,4,4,4,0,4,0,519,136,685,6,24,160.23032827862005,977.9,1652.7,118911.8
00000247--b657952782--3,B_CONFIRMATION,600,19,9,9,9,9,2,9,0,558,33,293,14,22,138.014959187073,559.3599999999999,1725.4479999999944,121330.2
00000247--b657952782--30,B_CONFIRMATION,599,8,4,4,2,4,2,4,0,19,57,497,6,24,149.32267422474106,761.3749999999998,1397.7060000000001,123781.9
00000247--b657952782--31,B_CONFIRMATION,600,20,7,7,6,7,3,7,0,350,139,513,9,54,187.1404031989335,1136.9649999999986,2353.3689999999947,107301.0
00000247--b657952782--32,B_CONFIRMATION,599,7,2,2,0,2,2,2,0,78,83,655,2,32,234.5960999999997,1629.4400000000003,2615.7920000000017,145083.1
00000247--b657952782--33,B_CONFIRMATION,599,18,12,12,11,12,1,12,0,124,34,393,15,30,160.45407432094703,860.4,1483.4,135985.9
00000247--b657952782--34,B_CONFIRMATION,599,2,1,1,0,1,1,1,0,1,5,198,3,26,137.40013333333295,713.5200000000001,1117.9310000000007,132888.7
00000247--b657952782--35,B_CONFIRMATION,599,23,12,18,15,19,8,13,1,531,40,413,15,26,144.4833027828697,800.7,1363.2,122777.7
00000247--b657952782--36,B_CONFIRMATION,599,14,5,7,5,7,2,6,0,515,43,415,5,18,170.51983002832864,984.3,1607.9,144628.8
00000247--b657952782--37,B_CONFIRMATION,599,7,3,3,3,3,0,3,0,61,21,236,4,22,123.77666666666627,506.9050000000004,1068.7800000000018,127995.9
00000247--b657952782--38,B_CONFIRMATION,599,48,28,34,22,40,22,31,1,538,75,866,35,42,196.19530078320244,1227.9,2030.1,134223.5
00000247--b657952782--39,B_CONFIRMATION,585,67,15,27,17,35,21,23,3,544,37,457,42,46,171.9998810130889,1045.3799999999999,1766.024000000002,136100.6
00000247--b657952782--4,B_CONFIRMATION,599,11,3,3,3,3,0,3,0,96,15,246,7,18,137.6906666666669,816.9500000000002,1084.302,52922.0
00000247--b657952782--5,B_CONFIRMATION,599,33,14,37,12,38,25,17,1,590,63,540,31,40,170.12253333333322,1075.9250000000004,1868.9360000000008,56337.2
00000247--b657952782--6,B_CONFIRMATION,600,47,30,41,31,50,37,31,2,567,82,623,39,44,155.0360606565573,1002.9,1763.9,56660.3
00000247--b657952782--7,B_CONFIRMATION,600,30,18,25,15,27,15,25,0,565,45,337,23,14,136.3154525754289,679.1699999999996,1533.8519999999987,55582.0
00000247--b657952782--8,B_CONFIRMATION,599,16,10,19,17,19,11,10,1,285,20,212,22,32,147.50235117558802,962.8199999999999,1315.9159999999997,56735.1
00000247--b657952782--9,B_CONFIRMATION,600,16,15,22,18,22,12,17,2,577,13,145,29,30,126.58467177607497,745.7899999999998,1082.695,52054.6
00000250--8354d55131--0,B_CONFIRMATION,621,88,40,46,33,48,21,42,1,287,61,447,58,46,148.62006203068884,607.525,2224.0499999999997,48198.9
00000250--8354d55131--1,B_CONFIRMATION,599,91,34,50,34,58,31,40,4,594,95,923,58,40,179.10335138794798,1205.5799999999995,1994.071000000004,60558.6
00000250--8354d55131--2,B_CONFIRMATION,377,1,1,1,1,1,0,1,0,1,1,73,2,8,83.99570034291732,423.15,619.9799999999999,2676.4
00000252--d191bee66c--0,B_CONFIRMATION,617,70,29,35,25,43,20,35,3,262,52,367,43,46,123.98902198884161,562.9599999999991,1600.1079999999986,80250.1
00000252--d191bee66c--1,B_CONFIRMATION,600,47,17,40,29,46,32,26,7,563,40,436,28,38,133.78728487886318,634.8400000000003,1427.6079999999995,84643.1
00000252--d191bee66c--2,B_CONFIRMATION,333,1,0,0,0,0,0,0,0,0,3,86,1,10,84.40509687034273,441.4499999999996,614.8140000000003,1804.2
00000254--0ac259250e--0,B_CONFIRMATION,620,71,32,48,28,52,28,39,2,342,54,489,54,44,143.2261916381972,604.6799999999996,1820.9799999999998,66671.3
00000254--0ac259250e--1,B_CONFIRMATION,600,97,64,109,90,123,68,72,6,594,89,826,85,40,195.96476430976497,1338.6149999999998,2009.944999999992,78877.5
00000254--0ac259250e--10,B_CONFIRMATION,599,10,5,21,3,23,20,5,1,144,27,400,6,26,140.55988965056022,820.3,1336.8999999999994,79058.5
00000254--0ac259250e--11,B_CONFIRMATION,599,40,24,57,47,64,53,27,2,575,82,916,32,44,205.81152945113845,1285.8249999999998,2109.6749999999997,116246.8
00000254--0ac259250e--12,B_CONFIRMATION,600,51,27,58,33,61,38,33,3,585,105,757,31,54,208.0197688054957,1411.6799999999996,2185.467999999999,104007.4
00000254--0ac259250e--13,B_CONFIRMATION,600,8,6,44,44,44,39,8,1,567,1,122,8,18,127.730094984169,699.7,915.1,83193.6
00000254--0ac259250e--14,B_CONFIRMATION,600,15,10,10,9,10,3,10,0,203,37,410,15,26,146.6727287881316,808.0099999999973,1647.2299999999993,83719.5
00000254--0ac259250e--15,B_CONFIRMATION,600,6,4,4,4,4,0,4,0,489,26,275,5,32,161.1889481580262,949.7199999999993,1687.3019999999976,95680.4
00000254--0ac259250e--16,B_CONFIRMATION,600,10,4,4,4,4,0,4,0,177,5,224,4,22,137.3725758080641,850.895,1095.6799999999996,83262.1
00000254--0ac259250e--17,B_CONFIRMATION,600,30,25,19,12,28,14,28,0,397,67,515,31,44,201.6287594936709,1289.9400000000005,2166.9120000000003,108027.1
00000254--0ac259250e--18,B_CONFIRMATION,600,30,14,14,13,14,1,14,0,431,27,595,15,22,188.79472894078415,1352.4,1740.3480000000004,87699.3
00000254--0ac259250e--19,B_CONFIRMATION,600,33,16,16,11,16,5,16,0,484,164,654,21,64,191.9959840055635,1110.7549999999992,2382.047999999999,107892.6
00000254--0ac259250e--2,B_CONFIRMATION,599,120,68,123,75,141,91,78,8,566,111,821,88,56,184.55498489425955,1247.3899999999999,1908.9770000000012,90854.6
00000254--0ac259250e--20,B_CONFIRMATION,600,47,22,48,20,51,34,22,2,461,102,843,25,34,211.62876987447726,1429.0,2165.3800000000006,114116.4
00000254--0ac259250e--21,B_CONFIRMATION,599,112,39,50,43,56,20,44,4,591,39,896,43,24,265.1298875650278,1759.42,2245.914,163282.3
00000254--0ac259250e--22,B_CONFIRMATION,600,32,16,16,12,16,4,16,0,544,68,689,23,36,197.30488911290345,1208.4899999999984,1983.2359999999985,133477.1
00000254--0ac259250e--23,B_CONFIRMATION,600,55,34,68,48,90,42,36,2,569,97,578,41,38,187.2662370696959,981.6399999999992,2392.0319999999983,119750.4
00000254--0ac259250e--24,B_CONFIRMATION,600,50,33,44,32,47,15,34,1,593,85,686,42,32,211.24407894736822,1404.4299999999994,2350.37399999999,132057.4
00000254--0ac259250e--25,B_CONFIRMATION,600,52,39,387,32,598,578,43,7,583,47,459,47,40,220.54463898616015,1624.9599999999994,2174.6639999999993,130444.6
00000254--0ac259250e--26,B_CONFIRMATION,600,58,31,39,29,41,18,36,1,426,98,636,47,46,151.641041910169,933.2999999999989,1600.0959999999993,102628.8
00000254--0ac259250e--27,B_CONFIRMATION,600,74,29,31,25,32,9,30,1,512,24,800,43,24,199.26077154308643,1301.7649999999978,1769.8080000000002,130784.7
00000254--0ac259250e--28,B_CONFIRMATION,600,74,38,42,39,44,7,39,2,516,40,686,48,26,209.58993154115873,1376.5999999999995,1888.036,140145.6
00000254--0ac259250e--29,B_CONFIRMATION,600,51,25,31,19,32,15,28,0,484,150,637,29,52,230.83013818436328,1349.6999999999985,3081.3160000000016,134595.6
00000254--0ac259250e--3,B_CONFIRMATION,599,73,40,65,44,83,49,48,5,575,52,682,58,44,183.46579608237082,1132.9199999999985,1817.4879999999996,139898.3
00000254--0ac259250e--30,B_CONFIRMATION,599,30,16,42,37,76,72,23,7,522,116,602,27,66,198.47858592692873,1263.1849999999997,2107.3560000000034,125285.9
00000254--0ac259250e--31,B_CONFIRMATION,600,2,1,1,1,1,0,1,0,539,1,161,1,8,145.07792034660866,771.3,942.4,139232.9
00000254--0ac259250e--32,B_CONFIRMATION,600,1,1,1,1,1,0,1,0,1,2,170,1,14,126.32796200633243,595.8,877.3,144100.8
00000254--0ac259250e--33,B_CONFIRMATION,600,26,11,12,11,12,1,12,0,307,61,526,14,22,175.057278957045,973.0699999999981,1797.6820000000014,138171.2
00000254--0ac259250e--34,B_CONFIRMATION,600,46,26,54,34,93,65,37,8,553,85,598,42,34,140.6436205744822,903.7899999999997,1322.9800000000007,48831.2
00000254--0ac259250e--35,B_CONFIRMATION,600,47,22,129,106,209,114,38,11,514,36,444,49,40,175.8619732441469,1209.7,1785.8650000000002,62723.1
00000254--0ac259250e--36,B_CONFIRMATION,600,16,10,12,7,12,6,10,1,175,11,204,12,20,109.27323779370084,615.9,976.3,46090.2
00000254--0ac259250e--37,B_CONFIRMATION,600,90,46,122,101,162,119,61,8,596,89,808,88,46,208.214966329967,1505.525,2093.952999999994,63255.4
00000254--0ac259250e--38,B_CONFIRMATION,600,128,61,110,89,202,131,78,6,588,94,733,110,58,224.54003410059636,1620.4800000000002,2486.683999999992,58451.2
00000254--0ac259250e--39,B_CONFIRMATION,600,43,20,21,19,21,2,21,0,442,31,359,46,30,147.90998499749935,984.149999999998,1378.0359999999991,59081.4
00000254--0ac259250e--4,B_CONFIRMATION,600,27,17,17,14,17,3,17,0,454,29,391,24,24,150.4745920745915,898.3749999999999,1579.9449999999986,54841.1
00000254--0ac259250e--40,B_CONFIRMATION,600,105,45,62,47,70,36,58,3,579,82,735,81,60,181.3784472573841,1250.4600000000003,2012.0880000000013,78396.7
00000254--0ac259250e--41,B_CONFIRMATION,600,55,23,22,20,23,2,23,0,358,56,662,35,42,143.98753133879273,889.8299999999997,1562.6320000000037,56528.5
00000254--0ac259250e--42,B_CONFIRMATION,152,34,10,20,15,23,12,17,3,139,26,116,25,44,137.98535947712443,871.1299999999999,1666.3380000000006,2919.0
00000254--0ac259250e--5,B_CONFIRMATION,599,42,19,19,15,19,4,19,0,557,78,673,23,24,150.99676771060138,948.35,1563.3600000000006,81823.4
00000254--0ac259250e--6,B_CONFIRMATION,599,24,13,14,8,16,7,14,1,569,37,282,16,42,144.58721283783728,608.905,2065.9540000000175,82917.5
00000254--0ac259250e--7,B_CONFIRMATION,599,0,0,0,0,0,0,0,0,0,0,72,0,2,109.78465131798498,530.5049999999999,675.3559999999997,76710.1
00000254--0ac259250e--8,B_CONFIRMATION,600,38,18,21,12,22,11,19,1,504,89,604,28,30,178.15051839464854,1063.5700000000006,1896.9280000000003,83564.1
00000254--0ac259250e--9,B_CONFIRMATION,600,29,21,20,16,23,5,23,0,590,22,168,27,32,129.89396724598927,582.2649999999994,1352.153,79724.6
00000255--d1d0ee73c5--21,B_CONFIRMATION,599,6,3,3,2,3,1,3,0,6,5,197,4,10,115.32526666666678,577.9300000000001,930.9820000000017,69591.9
00000255--d1d0ee73c5--22,B_CONFIRMATION,599,5,3,3,3,3,1,3,0,210,28,302,4,20,144.55928344215636,617.3199999999997,1812.387999999997,74390.1
