key,candidate,scans,baseline_fractures,suppressed_fractures,grouping_changed_scans,member_count_changed_scans,new_merge_objects,new_split_objects,new_merge_episodes,persistent_new_merges,publication_changed_scans,representative_changes,pid_births,relaxed_edge_scans,state_peak,cpu_mean_us,cpu_p95_us,cpu_p99_us,cpu_max_us
00000266--f9c40304ea--8,E_REP_HOLD,599,43,0,0,0,0,0,0,0,181,78,599,0,0,173.1919292979821,986.6999999999994,1679.2319999999995,141147.8
00000266--f9c40304ea--9,E_REP_HOLD,600,22,0,0,0,0,0,0,0,1,21,584,0,0,160.97418333333303,989.105,1470.106,131992.6
00000267--5bcd0e5bb8--0,E_REP_HOLD,622,45,0,0,0,0,0,0,0,3,36,359,0,0,140.17103737113396,745.4899999999998,1400.5670000000007,75055.8
00000267--5bcd0e5bb8--1,E_REP_HOLD,600,51,0,0,0,0,0,0,0,136,96,691,0,0,173.7581639453512,1013.9,1864.3990000000001,128523.0
00000267--5bcd0e5bb8--10,E_REP_HOLD,600,44,0,0,0,0,0,0,0,21,85,623,0,0,218.4652000000003,1437.5600000000002,2387.183000000004,149459.3
00000267--5bcd0e5bb8--11,E_REP_HOLD,600,28,0,0,0,0,0,0,0,328,137,642,0,0,180.39129999999986,1007.3150000000005,2187.9140000000007,73825.2
00000267--5bcd0e5bb8--12,E_REP_HOLD,600,10,0,0,0,0,0,0,0,0,5,388,0,0,132.36482160720286,792.2799999999995,1084.5479999999995,61647.6
00000267--5bcd0e5bb8--13,E_REP_HOLD,600,80,0,0,0,0,0,0,0,230,134,853,0,0,220.9922268557134,1488.03,2207.7200000000007,131240.0
00000267--5bcd0e5bb8--14,E_REP_HOLD,600,57,0,0,0,0,0,0,0,53,79,630,0,0,177.09858309718305,1089.709999999999,1940.7519999999988,82332.0
00000267--5bcd0e5bb8--15,E_REP_HOLD,599,30,0,0,0,0,0,0,0,1,44,467,0,0,167.447090211773,1115.1799999999996,1569.5359999999998,65370.6
00000267--5bcd0e5bb8--16,E_REP_HOLD,600,58,0,0,0,0,0,0,0,300,32,440,0,0,181.46239586804336,1156.3799999999997,1762.6829999999998,126788.3
00000267--5bcd0e5bb8--17,E_REP_HOLD,599,98,0,0,0,0,0,0,0,485,97,589,0,0,180.77414195268267,1092.4449999999997,1774.1039999999937,151681.9
00000267--5bcd0e5bb8--18,E_REP_HOLD,599,160,0,0,0,0,0,0,0,2,103,816,0,0,184.53763118440799,1273.2399999999996,2172.9599999999946,87677.0
00000267--5bcd0e5bb8--19,E_REP_HOLD,343,45,0,0,0,0,0,0,0,0,37,181,0,0,163.57862088863254,972.525,1693.9149999999959,80388.1
00000267--5bcd0e5bb8--2,E_REP_HOLD,600,118,0,0,0,0,0,0,0,6,37,588,0,0,243.20011660836263,1792.85,2277.1659999999993,113799.7
00000267--5bcd0e5bb8--3,E_REP_HOLD,600,86,0,0,0,0,0,0,0,448,97,700,0,0,190.8352058676448,1279.7099999999984,2025.8239999999994,87017.0
00000267--5bcd0e5bb8--4,E_REP_HOLD,600,30,0,0,0,0,0,0,0,386,81,608,0,0,193.00671442852337,1133.614999999999,2560.864999999997,93845.3
00000267--5bcd0e5bb8--5,E_REP_HOLD,600,29,0,0,0,0,0,0,0,460,105,780,0,0,196.52503750625104,1174.4799999999973,2271.8759999999957,118875.0
00000267--5bcd0e5bb8--6,E_REP_HOLD,600,9,0,0,0,0,0,0,0,10,101,607,0,0,155.80233333333322,895.1200000000001,1693.9250000000006,85258.4
00000267--5bcd0e5bb8--7,E_REP_HOLD,600,10,0,0,0,0,0,0,0,27,91,735,0,0,174.6877166666668,1051.505,1866.043000000003,71322.8
00000267--5bcd0e5bb8--8,E_REP_HOLD,600,49,0,0,0,0,0,0,0,490,81,803,0,0,228.02759080306507,1610.6549999999993,2520.0959999999995,102408.6
00000267--5bcd0e5bb8--9,E_REP_HOLD,600,41,0,0,0,0,0,0,0,9,27,768,0,0,221.10085014169027,1467.2299999999987,2059.1519999999964,120091.4
00000269--4014745f93--0,E_REP_HOLD,620,44,0,0,0,0,0,0,0,236,25,350,0,0,156.75196964804647,905.7849999999994,1480.728,87856.4
00000269--4014745f93--1,E_REP_HOLD,600,6,0,0,0,0,0,0,0,0,11,102,0,0,95.70440587449923,598.5249999999999,861.6800000000003,2431.2
00000269--4014745f93--10,E_REP_HOLD,600,13,0,0,0,0,0,0,0,6,62,637,0,0,150.43729378436947,857.4,1327.1,90664.8
00000269--4014745f93--11,E_REP_HOLD,600,23,0,0,0,0,0,0,0,29,79,779,0,0,170.6157166666661,1001.9800000000002,1745.143000000001,120579.6
00000269--4014745f93--12,E_REP_HOLD,600,27,0,0,0,0,0,0,0,207,100,591,0,0,166.27739246415467,950.2099999999995,1714.2599999999995,124659.0
00000269--4014745f93--13,E_REP_HOLD,600,20,0,0,0,0,0,0,0,19,44,561,0,0,159.31016497250462,914.4,1793.2,91255.0
00000269--4014745f93--14,E_REP_HOLD,600,34,0,0,0,0,0,0,0,100,85,712,0,0,140.19056981006335,813.2349999999993,1375.1829999999998,79712.1
00000269--4014745f93--15,E_REP_HOLD,600,24,0,0,0,0,0,0,0,6,64,522,0,0,122.44087725150088,569.9,1324.280000000001,104557.3
00000269--4014745f93--16,E_REP_HOLD,600,21,0,0,0,0,0,0,0,29,77,605,0,0,148.91350225037485,845.6599999999996,1234.5119999999974,114608.9
00000269--4014745f93--17,E_REP_HOLD,600,13,0,0,0,0,0,0,0,240,84,637,0,0,145.74149999999992,822.5200000000001,1257.5360000000007,110702.5
00000269--4014745f93--18,E_REP_HOLD,600,19,0,0,0,0,0,0,0,157,86,711,0,0,165.85384230705134,1023.9599999999997,1467.8759999999982,124984.6
00000269--4014745f93--19,E_REP_HOLD,600,21,0,0,0,0,0,0,0,521,105,770,0,0,162.6067822029665,982.2,1405.9,144483.0
00000269--4014745f93--2,E_REP_HOLD,599,19,0,0,0,0,0,0,0,114,69,455,0,0,168.51459549624664,967.4700000000006,1847.2020000000005,124997.7
00000269--4014745f93--20,E_REP_HOLD,600,10,0,0,0,0,0,0,0,0,81,680,0,0,162.02633772295417,979.0599999999964,1484.502,107107.7
00000269--4014745f93--21,E_REP_HOLD,600,8,0,0,0,0,0,0,0,0,90,519,0,0,141.56349391565237,791.1499999999992,1136.8119999999974,106136.3
00000269--4014745f93--22,E_REP_HOLD,600,37,0,0,0,0,0,0,0,421,256,876,0,0,212.12116313947655,1261.1,2361.2,125897.0
00000269--4014745f93--23,E_REP_HOLD,600,14,0,0,0,0,0,0,0,2,7,154,0,0,71.63067689229726,309.8,571.8569999999995,3038.6
00000269--4014745f93--24,E_REP_HOLD,600,37,0,0,0,0,0,0,0,136,25,432,0,0,159.46918846858838,807.7,1852.1,122364.9
00000269--4014745f93--25,E_REP_HOLD,600,16,0,0,0,0,0,0,0,271,24,515,0,0,179.4672054657555,1051.0,1602.9,122104.2
00000269--4014745f93--26,E_REP_HOLD,600,66,0,0,0,0,0,0,0,19,83,808,0,0,186.921503583931,1135.759999999999,1934.5359999999969,137084.4
00000269--4014745f93--27,E_REP_HOLD,600,86,0,0,0,0,0,0,0,3,45,475,0,0,158.28008665222384,1061.4,1589.5,56708.9
00000269--4014745f93--3,E_REP_HOLD,599,62,0,0,0,0,0,0,0,279,115,913,0,0,196.7014674003668,1290.26,2226.732,84438.8
00000269--4014745f93--4,E_REP_HOLD,599,36,0,0,0,0,0,0,0,3,26,671,0,0,154.4324270225187,924.2800000000002,1503.206,109966.5
00000269--4014745f93--5,E_REP_HOLD,599,70,0,0,0,0,0,0,0,0,18,595,0,0,173.94346230820608,1199.625,1596.88,81766.6
00000269--4014745f93--6,E_REP_HOLD,599,51,0,0,0,0,0,0,0,102,168,799,0,0,226.42377389858513,1257.3100000000004,3455.4559999999974,137673.0
00000269--4014745f93--7,E_REP_HOLD,600,51,0,0,0,0,0,0,0,58,123,899,0,0,227.85987664610747,1433.759999999999,2802.839999999992,149218.9
00000269--4014745f93--8,E_REP_HOLD,599,7,0,0,0,0,0,0,0,0,66,560,0,0,159.4071881254172,802.925,2201.1950000000024,69536.9
00000269--4014745f93--9,E_REP_HOLD,600,19,0,0,0,0,0,0,0,187,121,614,0,0,155.59385307346284,880.2399999999998,1622.6179999999981,92649.3
0000026a--171a0a1f5c--0,E_REP_HOLD,620,42,0,0,0,0,0,0,0,14,32,518,0,0,140.1671186440683,734.1099999999988,1061.6139999999991,149064.1
0000026a--171a0a1f5c--1,E_REP_HOLD,600,18,0,0,0,0,0,0,0,0,5,96,0,0,125.72507497500872,669.2749999999999,828.3969999999998,89619.2
0000026a--171a0a1f5c--10,E_REP_HOLD,599,43,0,0,0,0,0,0,0,382,352,1001,0,0,245.23289385847863,1698.4999999999995,3126.311000000001,99583.8
0000026a--171a0a1f5c--11,E_REP_HOLD,599,20,0,0,0,0,0,0,0,231,142,654,0,0,176.11135567783927,996.259999999999,1526.9759999999999,141389.9
0000026a--171a0a1f5c--12,E_REP_HOLD,600,8,0,0,0,0,0,0,0,16,34,568,0,0,154.339546137161,912.3599999999999,1694.832,62752.7
0000026a--171a0a1f5c--13,E_REP_HOLD,600,24,0,0,0,0,0,0,0,16,83,780,0,0,149.51460000000054,917.0400000000002,1362.6380000000008,63184.4
0000026a--171a0a1f5c--14,E_REP_HOLD,600,19,0,0,0,0,0,0,0,270,78,668,0,0,146.65861551292744,911.6000000000001,1353.1200000000028,81007.7
0000026a--171a0a1f5c--15,E_REP_HOLD,600,8,0,0,0,0,0,0,0,13,52,532,0,0,123.50218042609858,637.8599999999999,1053.434000000001,103944.2
0000026a--171a0a1f5c--16,E_REP_HOLD,600,13,0,0,0,0,0,0,0,64,93,654,0,0,169.70096537949405,1045.0349999999994,1910.0200000000011,88198.3
0000026a--171a0a1f5c--17,E_REP_HOLD,600,6,0,0,0,0,0,0,0,3,11,253,0,0,97.13959686823225,480.98999999999995,877.6859999999997,65155.7
0000026a--171a0a1f5c--18,E_REP_HOLD,600,0,0,0,0,0,0,0,0,0,3,145,0,0,111.02870709763394,638.4649999999999,819.697,65117.4
0000026a--171a0a1f5c--19,E_REP_HOLD,600,21,0,0,0,0,0,0,0,288,28,499,0,0,134.2991336221259,742.6850000000001,1343.552999999999,92649.4
0000026a--171a0a1f5c--2,E_REP_HOLD,600,37,0,0,0,0,0,0,0,176,43,474,0,0,160.18183938687113,967.0749999999999,1680.1769999999997,89679.7
0000026a--171a0a1f5c--20,E_REP_HOLD,600,15,0,0,0,0,0,0,0,17,49,598,0,0,143.656771180787,762.4000000000001,1559.920000000004,96440.1
0000026a--171a0a1f5c--21,E_REP_HOLD,600,9,0,0,0,0,0,0,0,10,48,539,0,0,165.81922692435862,1013.7749999999999,1540.2899999999997,98082.7
0000026a--171a0a1f5c--22,E_REP_HOLD,600,1,0,0,0,0,0,0,0,1,11,565,0,0,144.12822137022795,776.149999999998,1207.8239999999994,123924.8
0000026a--171a0a1f5c--23,E_REP_HOLD,600,7,0,0,0,0,0,0,0,15,98,770,0,0,137.18066988835204,807.4,1267.0,74277.7
0000026a--171a0a1f5c--24,E_REP_HOLD,600,20,0,0,0,0,0,0,0,18,47,775,0,0,183.80024995833946,1012.0,2032.8,125495.0
0000026a--171a0a1f5c--25,E_REP_HOLD,600,33,0,0,0,0,0,0,0,528,147,827,0,0,221.8060833333327,1436.82,2491.9050000000025,95063.0
0000026a--171a0a1f5c--26,E_REP_HOLD,600,14,0,0,0,0,0,0,0,582,162,813,0,0,210.29360106648875,1322.5,2427.5,128296.3
0000026a--171a0a1f5c--27,E_REP_HOLD,600,28,0,0,0,0,0,0,0,24,163,791,0,0,222.0476825608535,1397.1899999999998,2803.7279999999982,111004.8
0000026a--171a0a1f5c--28,E_REP_HOLD,600,63,0,0,0,0,0,0,0,346,217,734,0,0,245.0969651492412,1543.6799999999994,2692.6039999999994,150073.6
0000026a--171a0a1f5c--29,E_REP_HOLD,600,38,0,0,0,0,0,0,0,3,20,554,0,0,261.77288333333445,1665.5300000000002,2187.612,187854.5
0000026a--171a0a1f5c--3,E_REP_HOLD,600,33,0,0,0,0,0,0,0,30,33,902,0,0,160.18949824970844,1010.1299999999987,1698.8639999999984,86548.5
0000026a--171a0a1f5c--30,E_REP_HOLD,600,32,0,0,0,0,0,0,0,244,101,794,0,0,179.76813864355955,1021.7,1659.8,147121.5
0000026a--171a0a1f5c--31,E_REP_HOLD,599,13,0,0,0,0,0,0,0,0,33,559,0,0,267.7356726121027,1745.92,2303.387999999991,183429.3
0000026a--171a0a1f5c--32,E_REP_HOLD,599,21,0,0,0,0,0,0,0,50,80,616,0,0,214.86496666666702,1528.145,2446.607,120474.4
0000026a--171a0a1f5c--33,E_REP_HOLD,599,31,0,0,0,0,0,0,0,404,161,729,0,0,229.02125354225686,1531.0199999999995,2904.361999999982,165865.1
0000026a--171a0a1f5c--34,E_REP_HOLD,349,32,0,0,0,0,0,0,0,11,59,523,0,0,229.19517456713046,1516.6499999999983,2398.5119999999997,114901.0
0000026a--171a0a1f5c--4,E_REP_HOLD,600,10,0,0,0,0,0,0,0,545,10,440,0,0,179.99181666666598,1196.7300000000002,1577.8270000000005,121613.3
0000026a--171a0a1f5c--5,E_REP_HOLD,599,0,0,0,0,0,0,0,0,0,0,95,0,0,92.77201666666635,500.21500000000003,660.3230000000004,2412.0
0000026a--171a0a1f5c--6,E_REP_HOLD,600,5,0,0,0,0,0,0,0,0,1,188,0,0,129.69788403865417,616.1899999999995,891.4919999999998,145016.4
0000026a--171a0a1f5c--7,E_REP_HOLD,599,26,0,0,0,0,0,0,0,21,43,364,0,0,146.56736122687096,810.5799999999996,1454.1419999999896,68322.7
0000026a--171a0a1f5c--8,E_REP_HOLD,599,2,0,0,0,0,0,0,0,0,1,109,0,0,104.2365333333336,425.7250000000001,643.5340000000008,125372.8
0000026a--171a0a1f5c--9,E_REP_HOLD,599,4,0,0,0,0,0,0,0,34,21,280,0,0,115.98264710785155,608.0099999999984,1321.7059999999974,54535.3
0000026b--4dfb361eee--0,E_REP_HOLD,621,68,0,0,0,0,0,0,0,314,67,798,0,0,203.66922456875787,1301.1399999999999,2031.807999999996,139283.8
0000026b--4dfb361eee--1,E_REP_HOLD,600,72,0,0,0,0,0,0,0,19,56,629,0,0,210.39735132433853,1426.3699999999992,2077.033999999992,150270.4
0000026b--4dfb361eee--10,E_REP_HOLD,600,56,0,0,0,0,0,0,0,18,38,617,0,0,159.93827695384084,1065.9,1643.5,56401.3
0000026b--4dfb361eee--11,E_REP_HOLD,596,33,0,0,0,0,0,0,0,3,40,501,0,0,143.54087566844865,626.7049999999994,1344.2030000000004,150154.1
0000026b--4dfb361eee--2,E_REP_HOLD,600,30,0,0,0,0,0,0,0,12,37,720,0,0,236.79613075383529,1580.1,2077.62,142594.3
0000026b--4dfb361eee--3,E_REP_HOLD,600,27,0,0,0,0,0,0,0,1,28,794,0,0,250.55942342942907,1768.4,2183.3,116352.8
0000026b--4dfb361eee--4,E_REP_HOLD,600,33,0,0,0,0,0,0,0,25,83,646,0,0,205.2188666666674,1324.2650000000003,2187.2010000000046,135049.2
0000026b--4dfb361eee--5,E_REP_HOLD,600,27,0,0,0,0,0,0,0,130,51,387,0,0,152.96460000000013,759.0350000000001,1790.3850000000018,88583.4
0000026b--4dfb361eee--6,E_REP_HOLD,600,9,0,0,0,0,0,0,0,0,1,107,0,0,124.53601666666678,670.2050000000002,877.6180000000005,96254.8
0000026b--4dfb361eee--7,E_REP_HOLD,600,8,0,0,0,0,0,0,0,0,6,195,0,0,124.75432427928658,690.5,957.1,66898.4
0000026b--4dfb361eee--8,E_REP_HOLD,600,35,0,0,0,0,0,0,0,172,67,552,0,0,167.09496750541555,981.0,1930.8,63559.4
0000026b--4dfb361eee--9,E_REP_HOLD,600,65,0,0,0,0,0,0,0,23,63,755,0,0,181.82647107851272,1183.7299999999998,1801.8459999999989,63642.3
0000026d--2363789071--0,E_REP_HOLD,617,8,0,0,0,0,0,0,0,0,7,165,0,0,131.331431366156,679.6799999999996,995.9010000000001,94304.3
0000026d--2363789071--1,E_REP_HOLD,600,5,0,0,0,0,0,0,0,21,56,492,0,0,151.62528220451554,892.1499999999994,1523.4159999999952,110437.7
0000026d--2363789071--10,E_REP_HOLD,600,9,0,0,0,0,0,0,0,68,8,407,0,0,115.71045249624255,566.419999999999,950.1279999999997,104582.1
0000026d--2363789071--11,E_REP_HOLD,600,4,0,0,0,0,0,0,0,1,11,488,0,0,161.719464760638,903.9499999999999,2052.2900000000027,62623.7
0000026d--2363789071--12,E_REP_HOLD,600,3,0,0,0,0,0,0,0,34,13,505,0,0,136.76124521391733,792.2599999999999,1164.788,85913.4
0000026d--2363789071--13,E_REP_HOLD,600,3,0,0,0,0,0,0,0,21,27,467,0,0,141.18676789587798,755.2799999999994,1098.3159999999996,112446.2
0000026d--2363789071--14,E_REP_HOLD,600,8,0,0,0,0,0,0,0,14,36,491,0,0,143.4263675783851,797.6,1234.5700000000008,91610.9
0000026d--2363789071--15,E_REP_HOLD,600,10,0,0,0,0,0,0,0,1,23,463,0,0,137.85710473649067,824.3249999999999,1248.515000000002,73731.5
0000026d--2363789071--16,E_REP_HOLD,600,10,0,0,0,0,0,0,0,21,28,456,0,0,132.60866089273821,735.1949999999996,1038.9980000000007,102057.7
0000026d--2363789071--17,E_REP_HOLD,600,4,0,0,0,0,0,0,0,0,23,421,0,0,117.53462691538955,636.7399999999997,955.186000000001,98321.4
0000026d--2363789071--18,E_REP_HOLD,600,3,0,0,0,0,0,0,0,10,25,410,0,0,125.02181666666687,651.8600000000001,988.6140000000004,103222.3
0000026d--2363789071--19,E_REP_HOLD,600,19,0,0,0,0,0,0,0,226,85,508,0,0,145.9600700817619,823.7799999999988,1206.7399999999998,90770.0
0000026d--2363789071--2,E_REP_HOLD,599,6,0,0,0,0,0,0,0,16,51,628,0,0,159.8974166666672,975.605,1555.1380000000008,97263.8
0000026d--2363789071--20,E_REP_HOLD,600,8,0,0,0,0,0,0,0,15,53,476,0,0,129.68182424545589,684.18,1028.1799999999998,121809.1
0000026d--2363789071--21,E_REP_HOLD,600,51,0,0,0,0,0,0,0,12,56,654,0,0,175.37211088844373,886.8149999999989,2038.7820000000002,105707.4
0000026d--2363789071--22,E_REP_HOLD,599,6,0,0,0,0,0,0,0,9,38,693,0,0,157.17505003335583,878.8000000000001,1236.9,104675.1
0000026d--2363789071--23,E_REP_HOLD,600,16,0,0,0,0,0,0,0,6,32,675,0,0,144.28637421070138,816.8499999999997,1226.0969999999995,113612.7
0000026d--2363789071--24,E_REP_HOLD,599,3,0,0,0,0,0,0,0,18,28,619,0,0,171.07329999999996,905.7050000000002,1764.580000000004,131822.7
0000026d--2363789071--25,E_REP_HOLD,600,4,0,0,0,0,0,0,0,11,59,483,0,0,129.5556776556774,689.7499999999999,1058.465,120844.4
0000026d--2363789071--26,E_REP_HOLD,599,5,0,0,0,0,0,0,0,6,10,485,0,0,122.49275362318876,648.7399999999998,1117.8699999999994,84746.2
0000026d--2363789071--27,E_REP_HOLD,599,6,0,0,0,0,0,0,0,1,19,428,0,0,160.7200133422279,887.775,1438.450000000002,120740.6
0000026d--2363789071--28,E_REP_HOLD,599,9,0,0,0,0,0,0,0,119,54,541,0,0,133.93806666666626,730.835,1150.8120000000001,123169.8
0000026d--2363789071--29,E_REP_HOLD,599,13,0,0,0,0,0,0,0,0,50,492,0,0,156.07238333333282,845.305,1375.239000000001,139603.5
0000026d--2363789071--3,E_REP_HOLD,599,28,0,0,0,0,0,0,0,400,70,506,0,0,155.8140020026705,839.4449999999997,1670.511000000001,119971.5
0000026d--2363789071--30,E_REP_HOLD,600,4,0,0,0,0,0,0,0,5,36,445,0,0,163.71736666666717,900.4800000000002,1423.132000000005,155317.4
0000026d--2363789071--31,E_REP_HOLD,600,0,0,0,0,0,0,0,0,4,14,384,0,0,114.62671781187437,642.4499999999999,1073.455000000001,60385.1
0000026d--2363789071--32,E_REP_HOLD,600,6,0,0,0,0,0,0,0,0,16,321,0,0,109.87258790201582,554.7,867.6,65591.1
0000026d--2363789071--33,E_REP_HOLD,600,4,0,0,0,0,0,0,0,5,28,519,0,0,140.78625750500328,726.875,1344.8250000000005,102664.2
0000026d--2363789071--34,E_REP_HOLD,600,3,0,0,0,0,0,0,0,202,7,443,0,0,159.5909681719719,810.4,1583.4,146746.7
0000026d--2363789071--35,E_REP_HOLD,600,1,0,0,0,0,0,0,0,49,2,197,0,0,112.45275183455644,594.85,978.215000000001,63433.9
0000026d--2363789071--36,E_REP_HOLD,600,3,0,0,0,0,0,0,0,17,10,316,0,0,114.32209631728027,505.0,813.1,138779.0
0000026d--2363789071--37,E_REP_HOLD,600,13,0,0,0,0,0,0,0,3,34,599,0,0,156.11469999999994,897.4950000000003,1476.2490000000012,128675.1
0000026d--2363789071--38,E_REP_HOLD,600,5,0,0,0,0,0,0,0,2,32,331,0,0,113.49266299816557,556.72,947.12,70657.7
0000026d--2363789071--39,E_REP_HOLD,600,4,0,0,0,0,0,0,0,163,40,433,0,0,137.4025333333332,774.4350000000001,1080.2200000000005,88970.9
0000026d--2363789071--4,E_REP_HOLD,599,9,0,0,0,0,0,0,0,11,45,440,0,0,149.91918401332202,939.6600000000001,1319.376,65911.5
0000026d--2363789071--40,E_REP_HOLD,600,5,0,0,0,0,0,0,0,0,13,369,0,0,134.13820243455018,680.5399999999993,1071.2559999999999,139888.2
0000026d--2363789071--41,E_REP_HOLD,600,2,0,0,0,0,0,0,0,5,7,284,0,0,117.605266666667,604.3,881.4430000000009,88668.4
0000026d--2363789071--42,E_REP_HOLD,600,10,0,0,0,0,0,0,0,16,51,483,0,0,134.77534178059338,765.0999999999985,1368.8419999999994,65486.4
0000026d--2363789071--43,E_REP_HOLD,600,2,0,0,0,0,0,0,0,29,50,472,0,0,139.91704961704917,780.075,1069.5149999999996,113214.3
0000026d--2363789071--44,E_REP_HOLD,600,3,0,0,0,0,0,0,0,0,5,297,0,0,126.91213382157105,619.4199999999997,959.7970000000008,99667.2
0000026d--2363789071--45,E_REP_HOLD,600,7,0,0,0,0,0,0,0,12,50,422,0,0,124.35378207264263,686.9749999999999,1061.3729999999994,62209.6
0000026d--2363789071--46,E_REP_HOLD,600,12,0,0,0,0,0,0,0,4,69,546,0,0,135.864889185136,755.6,1231.1,86938.7
0000026d--2363789071--47,E_REP_HOLD,600,7,0,0,0,0,0,0,0,4,25,409,0,0,120.29213857428346,597.0249999999997,1095.8430000000005,64645.0
0000026d--2363789071--48,E_REP_HOLD,600,13,0,0,0,0,0,0,0,110,26,388,0,0,98.00571761960366,507.5,841.6179999999996,55416.7
0000026d--2363789071--49,E_REP_HOLD,600,32,0,0,0,0,0,0,0,7,70,539,0,0,144.02986666666644,735.6500000000002,1610.104,107552.0
0000026d--2363789071--5,E_REP_HOLD,599,16,0,0,0,0,0,0,0,372,64,516,0,0,144.27743709381718,839.7,1488.9,80506.1
0000026d--2363789071--50,E_REP_HOLD,600,11,0,0,0,0,0,0,0,7,47,490,0,0,140.95899616474904,777.1399999999996,1302.9439999999995,74693.3
0000026d--2363789071--51,E_REP_HOLD,599,4,0,0,0,0,0,0,0,12,11,515,0,0,157.45885295098358,870.8599999999999,1419.8039999999983,125223.1
0000026d--2363789071--52,E_REP_HOLD,599,4,0,0,0,0,0,0,0,12,12,355,0,0,125.89695550351286,649.3199999999997,1018.9689999999998,102608.1
0000026d--2363789071--53,E_REP_HOLD,599,0,0,0,0,0,0,0,0,4,1,351,0,0,106.9256376062678,521.8199999999994,759.5739999999983,88141.9
0000026d--2363789071--54,E_REP_HOLD,599,12,0,0,0,0,0,0,0,21,51,456,0,0,141.077302140368,739.31,1230.7679999999982,108969.6
0000026d--2363789071--55,E_REP_HOLD,599,7,0,0,0,0,0,0,0,24,16,360,0,0,125.46767205465746,675.1,1028.9,85790.6
0000026d--2363789071--56,E_REP_HOLD,599,6,0,0,0,0,0,0,0,34,27,571,0,0,134.28600699650175,749.5299999999999,1182.977999999995,100266.5
0000026d--2363789071--57,E_REP_HOLD,600,18,0,0,0,0,0,0,0,140,68,507,0,0,141.9258080639786,815.49,1434.0869999999998,92118.1
0000026d--2363789071--58,E_REP_HOLD,600,4,0,0,0,0,0,0,0,14,31,464,0,0,161.83585723815892,941.5500000000001,1721.2900000000016,92310.8
0000026d--2363789071--59,E_REP_HOLD,600,0,0,0,0,0,0,0,0,6,3,351,0,0,154.0030838473071,813.1599999999996,1383.2739999999958,114612.3
0000026d--2363789071--6,E_REP_HOLD,599,4,0,0,0,0,0,0,0,18,47,480,0,0,149.39000333222248,808.0649999999999,1280.0959999999998,140676.4
0000026d--2363789071--60,E_REP_HOLD,600,1,0,0,0,0,0,0,0,0,1,297,0,0,164.9494329553033,955.6,1447.6350000000004,118097.0
0000026d--2363789071--61,E_REP_HOLD,600,10,0,0,0,0,0,0,0,11,32,392,0,0,146.28445777111403,741.9199999999997,1310.663999999997,139561.7
0000026d--2363789071--62,E_REP_HOLD,600,14,0,0,0,0,0,0,0,0,25,428,0,0,162.2984330721787,942.6,1367.7759999999957,114544.7
0000026d--2363789071--63,E_REP_HOLD,600,7,0,0,0,0,0,0,0,0,24,385,0,0,147.6729743247748,790.0599999999998,1168.830999999998,139893.6
0000026d--2363789071--64,E_REP_HOLD,600,2,0,0,0,0,0,0,0,0,3,244,0,0,146.5640013326675,845.4,1227.7439999999988,119583.4
0000026d--2363789071--65,E_REP_HOLD,600,2,0,0,0,0,0,0,0,2,5,267,0,0,122.93708951491942,689.4299999999998,974.4779999999981,102924.4
0000026d--2363789071--66,E_REP_HOLD,600,18,0,0,0,0,0,0,0,11,44,415,0,0,152.31804699216792,868.9,1318.9,124583.6
0000026d--2363789071--67,E_REP_HOLD,600,14,0,0,0,0,0,0,0,15,38,332,0,0,155.05994000999797,821.4,1475.6,149081.0
0000026d--2363789071--68,E_REP_HOLD,600,4,0,0,0,0,0,0,0,5,6,274,0,0,122.91817272424134,667.43,1020.3779999999994,63791.8
0000026d--2363789071--69,E_REP_HOLD,600,2,0,0,0,0,0,0,0,0,3,322,0,0,120.61773037827021,664.2,969.8,68925.3
0000026d--2363789071--7,E_REP_HOLD,600,16,0,0,0,0,0,0,0,18,41,684,0,0,179.42144883992646,1017.65,1740.9700000000012,135898.6
0000026d--2363789071--70,E_REP_HOLD,600,6,0,0,0,0,0,0,0,8,59,451,0,0,123.87561666666646,669.2500000000002,1118.4590000000014,66028.6
0000026d--2363789071--71,E_REP_HOLD,600,10,0,0,0,0,0,0,0,220,45,525,0,0,157.4826695550737,794.5,1591.8,148148.0
0000026d--2363789071--72,E_REP_HOLD,600,7,0,0,0,0,0,0,0,36,14,447,0,0,146.12277953674402,711.5,1416.1,148094.3
0000026d--2363789071--73,E_REP_HOLD,600,9,0,0,0,0,0,0,0,8,29,467,0,0,125.62240373395566,653.7799999999996,1270.053999999994,89031.8
0000026d--2363789071--74,E_REP_HOLD,600,1,0,0,0,0,0,0,0,11,16,293,0,0,119.39261420473481,569.0749999999998,824.4959999999991,123435.6
0000026d--2363789071--75,E_REP_HOLD,600,1,0,0,0,0,0,0,0,11,19,378,0,0,154.71642214071397,915.6349999999996,1414.4069999999958,87365.6
0000026d--2363789071--76,E_REP_HOLD,600,11,0,0,0,0,0,0,0,10,24,386,0,0,121.01455242540406,663.2099999999983,1269.1599999999985,55757.2
0000026d--2363789071--77,E_REP_HOLD,599,4,0,0,0,0,0,0,0,8,32,284,0,0,125.70945630420248,607.55,938.1350000000002,126973.4
0000026d--2363789071--78,E_REP_HOLD,599,3,0,0,0,0,0,0,0,13,35,485,0,0,133.8717739246416,760.5449999999998,1277.898999999999,72062.6
0000026d--2363789071--79,E_REP_HOLD,599,1,0,0,0,0,0,0,0,7,14,308,0,0,114.75606136401511,525.74,789.8,111033.5
