case,route,segment,scan_s,scan_ns,raw_slot,raw_track_id,physical_pid,public_id,d_rel_m,y_rel_m,v_rel_mps,members,representative,camera_assoc,oem_word1,published,state,prior_gt
R269_S7_GROUP_OWNER,route269,7,52.190863,543027161859,28,482,1000832,52,39.75,-0.15625,-0.5,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,52.289436,543125734508,28,482,1000832,52,39.5,-0.1875,-0.75,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,52.389143,543225441783,28,482,1000832,52,39.5,-0.28125,-0.75,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,52.489274,543325572732,28,482,1000832,52,39.5,-0.25,-0.75,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,52.589634,543425932041,28,482,1000832,52,39.25,-0.21875,-0.75,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,52.689414,543525711902,28,482,1000832,52,39.25,-0.15625,-0.75,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,52.790193,543626491820,28,482,1000832,52,39.25,-0.125,-0.75,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,52.889612,543725910774,28,482,1000832,52,39.0,0.0,-0.75,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,52.989651,543825949651,28,482,1000832,52,39.0,-0.15625,-0.75,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,53.089641,543925939220,28,482,1000832,52,39.0,-0.21875,-0.75,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,53.190217,544026515052,28,482,1000832,52,39.0,-0.125,-0.75,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,53.289663,544125961580,28,482,1000832,52,39.0,-0.375,-0.75,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,53.389276,544225574562,15|28,436|482,1000462,93,41.75,0.71875,-0.75,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,53.490284,544326581969,15|28,436|482,1000462,93,41.75,0.8125,-0.75,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,53.589788,544426086705,15|28,436|482,1000462,93,41.5,0.875,-0.75,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,53.690205,544526502938,28,482,1000849,35,38.5,-0.5625,-0.75,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,53.790486,544626784733,28,482,1000849,35,38.5,-0.65625,-0.75,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,53.892907,544729205479,28,482,1000849,35,38.5,-0.53125,-0.75,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,53.989602,544825899906,15|28,436|482,1000462,93,41.0,0.34375,-0.75,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,54.089992,544926290727,15|28,436|482,1000462,93,41.0,0.1875,-0.75,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,54.190012,545026310656,15|28,436|482,1000462,93,41.0,0.125,-0.75,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,54.289663,545125961789,15|28,436|482,1000462,93,41.0,0.09375,-0.75,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,54.389662,545225960444,15|28,436|482,1000462,93,41.0,0.03125,-0.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,54.489785,545326083576,15|28,436|482,1000462,93,40.75,0.15625,-0.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,54.589651,545425949438,15|28,436|482,1000462,93,40.75,0.0,-0.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,54.690143,545526440910,15|28,436|482,1000462,93,40.75,-0.125,-0.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
